,year,film,wiki,winner,box_office
539,2020,Nomadland ,/wiki/Nomadland_(film),True,"{'Domestic': '$3,700,000', 'International': '$35,758,207', 'Worldwide': '$39,458,207'}"
545,2020,Sound of Metal,/wiki/Sound_of_Metal,False,"{'Domestic': 'N/A', 'International': '$516,520', 'Worldwide': '$516,520'}"
542,2020,Mank,/wiki/Mank,False,"{'Domestic': 'N/A', 'International': 'N/A', 'Worldwide': 'N/A'}"
544,2020,Promising Young Woman,/wiki/Promising_Young_Woman,False,"{'Domestic': '$6,460,965', 'International': '$12,393,201', 'Worldwide': '$18,854,166'}"
543,2020,Minari ,/wiki/Minari_(film),False,"{'Domestic': '$3,110,580', 'International': '$12,201,865', 'Worldwide': '$15,312,445'}"
556,2021,West Side Story ,/wiki/West_Side_Story_(2021_film),False,"{'Domestic': '$38,530,322', 'International': '$37,485,849', 'Worldwide': '$76,016,171'}"
547,2021,CODA ,/wiki/CODA_(2021_film),True,"{'Domestic': 'N/A', 'International': '$1,911,296', 'Worldwide': '$1,911,296'}"
548,2021,Belfast ,/wiki/Belfast_(film),False,"{'Domestic': '$9,250,870', 'International': '$39,891,874', 'Worldwide': '$49,142,744'}"
549,2021,Don't Look Up,/wiki/Don%27t_Look_Up,False,"{'Domestic': 'N/A', 'International': '$791,863', 'Worldwide': '$791,863'}"
550,2021,Drive My Car ,/wiki/Drive_My_Car_(film),False,"{'Domestic': '$2,352,240', 'International': '$13,010,621', 'Worldwide': '$15,362,861'}"
551,2021,Dune ,/wiki/Dune_(2021_film),False,"{'Domestic': '$108,327,830', 'International': '$293,700,000', 'Worldwide': '$402,027,830'}"
552,2021,King Richard ,/wiki/King_Richard_(film),False,"{'Domestic': '$15,129,285', 'International': '$24,300,000', 'Worldwide': '$39,429,285'}"
553,2021,Licorice Pizza,/wiki/Licorice_Pizza,False,"{'Domestic': '$17,318,007', 'International': '$15,955,933', 'Worldwide': '$33,273,940'}"
554,2021,Nightmare Alley ,/wiki/Nightmare_Alley_(2021_film),False,"{'Domestic': '$11,338,107', 'International': '$28,291,088', 'Worldwide': '$39,629,195'}"
555,2021,The Power of the Dog ,/wiki/The_Power_of_the_Dog_(film),False,"{'Domestic': 'N/A', 'International': '$271,009', 'Worldwide': '$271,009'}"
558,2022,All Quiet on the Western Front ,/wiki/All_Quiet_on_the_Western_Front_(2022_film),False,"{'Domestic': 'N/A', 'International': 'N/A', 'Worldwide': 'N/A'}"
559,2022,Avatar: The Way of Water,/wiki/Avatar:_The_Way_of_Water,False,"{'Domestic': '$684,016,647', 'International': '$1,635,749,553', 'Worldwide': '$2,319,766,200'}"
560,2022,The Banshees of Inisherin,/wiki/The_Banshees_of_Inisherin,False,"{'Domestic': '$10,582,266', 'International': '$38,627,011', 'Worldwide': '$49,209,277'}"
561,2022,Elvis ,/wiki/Elvis_(2022_film),False,"{'Domestic': '$151,040,048', 'International': '$137,630,236', 'Worldwide': '$288,670,284'}"
562,2022,The Fabelmans,/wiki/The_Fabelmans,False,"{'Domestic': '$17,348,945', 'International': '$27,815,165', 'Worldwide': '$45,164,110'}"
563,2022,Tár,/wiki/T%C3%A1r,False,"{'Domestic': '$6,773,650', 'International': '$20,768,031', 'Worldwide': '$27,541,681'}"
564,2022,Top Gun: Maverick,/wiki/Top_Gun:_Maverick,False,"{'Domestic': '$718,732,821', 'International': '$774,759,037', 'Worldwide': '$1,493,491,858'}"
565,2022,Triangle of Sadness,/wiki/Triangle_of_Sadness,False,"{'Domestic': '$4,608,096', 'International': '$21,007,774', 'Worldwide': '$25,615,870'}"
557,2022,Everything Everywhere All at Once,/wiki/Everything_Everywhere_All_at_Once,True,"{'Domestic': '$77,191,785', 'International': '$63,019,374', 'Worldwide': '$140,211,159'}"
566,2022,Women Talking ,/wiki/Women_Talking_(film),False,"{'Domestic': '$5,456,531', 'International': '$3,498,177', 'Worldwide': '$8,954,708'}"
