,year,film,wiki,winner,rating,numVotes,worldwide_box_office,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,film-noir,history,horror,music,musical,mystery,romance,sci-fi,sport,thriller,war,western,nominations,Oscar_win,nom_gg_drama,winner_gg_drama,nom_gg_comedy,winner_gg_comedy,nom_pga,winner_pga,nom_bafta,winner_bafta,nom_dga,winner_dga,nom_sag,winner_sag
501,2017,The Shape of Water,/wiki/The_Shape_of_Water,True,7.3,430989.0,195333312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,1,1,0,0,0,1,1,0,0,1,1,0,0
502,2017,Call Me by Your Name ,/wiki/Call_Me_by_Your_Name_(film),False,7.8,287315.0,43143046,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
503,2017,Darkest Hour ,/wiki/Darkest_Hour_(film),False,7.4,208954.0,150847274,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,2017,Dunkirk ,/wiki/Dunkirk_(2017_film),False,7.8,680423.0,527016307,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
505,2017,Get Out,/wiki/Get_Out,False,7.7,636853.0,255745157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,1,0,1,0,0,0,1,0,1,0
506,2017,Lady Bird ,/wiki/Lady_Bird_(film),False,7.4,303288.0,78986478,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,1,1,0,0,0,0,0,0,0,0
507,2017,Phantom Thread,/wiki/Phantom_Thread,False,7.4,137552.0,48706552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,2017,The Post ,/wiki/The_Post_(film),False,7.2,156014.0,193764664,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
509,2017,"Three Billboards Outside Ebbing, Missouri","/wiki/Three_Billboards_Outside_Ebbing,_Missouri",False,8.1,523880.0,162861289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,1,0,0,1,0,1,1,1,0,1,1
510,2018,Green Book ,/wiki/Green_Book_(film),True,8.2,516910.0,321752656,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0,1,0,0,1,1,0,0,0,0,0,0,0,0
511,2018,Black Panther ,/wiki/Black_Panther_(film),False,6.7,264664.0,1349926083,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
512,2018,BlacKkKlansman,/wiki/BlacKkKlansman,False,7.5,272849.0,93413709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,1,0,0,0,1,0,1,0,1,0,1,0
513,2018,Bohemian Rhapsody ,/wiki/Bohemian_Rhapsody_(film),False,7.9,554739.0,910809311,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0,0,1,1,0,0,0,0,0,0,0,0,0,0
514,2018,The Favourite,/wiki/The_Favourite,False,7.5,207297.0,95918706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,1,1,1,0,1,0,0,0,0,0
515,2018,Roma ,/wiki/Roma_(2018_film),False,7.7,163385.0,1140769,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,2018,Vice ,/wiki/Vice_(2018_film),False,7.2,153327.0,76073488,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0
517,2019,Parasite ,/wiki/Parasite_(2019_film),True,8.5,850243.0,40283786,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0
518,2019,Ford v Ferrari,/wiki/Ford_v_Ferrari,False,8.1,414412.0,225508210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0
519,2019,The Irishman,/wiki/The_Irishman,False,7.8,401561.0,968853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,1,0,1,0,1,0,1,0
520,2019,Jojo Rabbit,/wiki/Jojo_Rabbit,False,7.9,407660.0,93757609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,1,0,1,0,0,0,1,0,1,0
521,2019,Joker ,/wiki/Joker_(2019_film),False,8.4,1348529.0,1074458282,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
522,2019,Marriage Story,/wiki/Marriage_Story,False,7.9,322955.0,333686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,1,0,0,0,1,0,0,0,0,0,0,0
523,2019,1917 ,/wiki/1917_(2019_film),False,8.2,618335.0,384577421,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.0,0,1,1,0,0,0,0,0,0,0,0,0,0
524,2019,Once Upon a Time in Hollywood,/wiki/Once_Upon_a_Time_in_Hollywood,False,8.2,52.0,377617598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,1,1,1,0,1,0,1,0,1,0
525,2020,Nomadland ,/wiki/Nomadland_(film),True,7.3,169978.0,39458207,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0
526,2020,The Father ,/wiki/The_Father_(2020_film),False,8.2,167233.0,24267597,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
527,2020,Judas and the Black Messiah,/wiki/Judas_and_the_Black_Messiah,False,7.4,84927.0,7478009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,1,0,0,0,0,0,0,0
529,2020,Minari ,/wiki/Minari_(film),False,7.4,86740.0,15312445,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,2020,Promising Young Woman,/wiki/Promising_Young_Woman,False,7.5,186173.0,18854166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1,0,0,0,1,0,1,0,1,0,0,0
531,2020,Sound of Metal,/wiki/Sound_of_Metal,False,7.7,135976.0,516520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,1,0,0,0,0,0,0,0
533,2021,CODA ,/wiki/CODA_(2021_film),True,8.0,145243.0,1911296,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0
534,2021,Belfast ,/wiki/Belfast_(film),False,7.3,80495.0,49142744,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
535,2021,Don't Look Up,/wiki/Don%27t_Look_Up,False,7.2,555062.0,791863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,1,0,1,0,1,0,0,0,1,0
536,2021,Drive My Car ,/wiki/Drive_My_Car_(film),False,7.6,57108.0,15362861,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,2021,Dune ,/wiki/Dune_(2021_film),False,8.0,671939.0,402027830,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
538,2021,King Richard ,/wiki/King_Richard_(film),False,7.5,121695.0,39429285,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
539,2021,Licorice Pizza,/wiki/Licorice_Pizza,False,7.2,126385.0,33273940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,1,0,1,0,1,0,1,0,0,0
540,2021,Nightmare Alley ,/wiki/Nightmare_Alley_(2021_film),False,7.0,152429.0,39629195,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,2021,The Power of the Dog ,/wiki/The_Power_of_the_Dog_(film),False,6.8,182145.0,271009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7.0,0,1,1,0,0,0,0,0,0,0,0,0,0
542,2022,Everything Everywhere All at Once,/wiki/Everything_Everywhere_All_at_Once,True,7.9,437015.0,140211159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,1,0,0,1,0,1,1,1,0,1,1,1,1
543,2022,Avatar: The Way of Water,/wiki/Avatar:_The_Way_of_Water,False,7.7,369719.0,-2147483648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,1,0,0,0,1,0,0,0,0,0,0,0
544,2022,The Banshees of Inisherin,/wiki/The_Banshees_of_Inisherin,False,7.7,202400.0,49209277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,1,1,1,0,1,0,1,0,1,0
545,2022,Elvis ,/wiki/Elvis_(2022_film),False,7.3,207142.0,288670284,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
546,2022,The Fabelmans,/wiki/The_Fabelmans,False,7.6,85709.0,45164110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,1,0,0,1,0,0,0,1,0,1,0
547,2022,Tár,/wiki/T%C3%A1r,False,7.5,69684.0,27541681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,1,0,1,0,1,0,0,0
548,2022,Top Gun: Maverick,/wiki/Top_Gun:_Maverick,False,8.3,577408.0,1493491858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,1,0,0,0,1,0,0,0,1,0,0,0
549,2022,Triangle of Sadness,/wiki/Triangle_of_Sadness,False,7.3,128812.0,25615870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0
550,2022,Women Talking ,/wiki/Women_Talking_(film),False,6.9,29341.0,8954708,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
